First_pokemon,Name_first,Type 1_first,Type 2_first,Generation_first,Legendary_first,Second_pokemon,Name_second,Type 1_second,Type 2_second,Generation_second,Legendary_second,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Winner
91,Farfetch'd,Normal,Flying,1,FALSE,351,Wailmer,Water,,3,FALSE,2,2,1,2,1,2,2
91,Farfetch'd,Normal,Flying,1,FALSE,351,Wailmer,Water,,3,FALSE,2,2,1,2,1,2,2
489,Happiny,Normal,,4,FALSE,351,Wailmer,Water,,3,FALSE,2,2,2,2,1,2,2
449,Shinx,Electric,,4,FALSE,351,Wailmer,Water,,3,FALSE,2,2,2,2,2,2,2
133,Scyther,Bug,Flying,1,FALSE,351,Wailmer,Water,,3,FALSE,2,1,1,2,1,1,1
95,Dewgong,Water,Ice,1,FALSE,351,Wailmer,Water,,3,FALSE,2,2,1,2,1,1,1
477,Mega Lopunny,Normal,Fighting,4,FALSE,351,Wailmer,Water,,3,FALSE,2,1,1,2,1,1,1
246,Skarmory,Steel,Flying,2,FALSE,351,Wailmer,Water,,3,FALSE,2,1,1,2,1,1,1
41,Clefairy,Fairy,,1,FALSE,351,Wailmer,Water,,3,FALSE,2,2,1,2,1,2,2
772,Hawlucha,Fighting,Flying,6,FALSE,351,Wailmer,Water,,3,FALSE,2,1,1,1,1,1,1
745,Furfrou,Normal,,6,FALSE,351,Wailmer,Water,,3,FALSE,2,1,1,2,1,1,1
293,Dustox,Bug,Poison,3,FALSE,351,Wailmer,Water,,3,FALSE,2,2,1,2,1,1,1
657,Joltik,Bug,Electric,5,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,1,2,1,2,2
667,Elgyem,Psychic,,5,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,2,2
716,Meloetta Aria Forme,Normal,Psychic,5,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
221,Forretress,Bug,Steel,2,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,1
758,Malamar,Dark,Psychic,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,1,1
354,Camerupt,Fire,Ground,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,2,2
537,Mow Rotom,Electric,Grass,4,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
342,Minun,Electric,,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,1,1,1,1,1
30,Arbok,Poison,,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,1,1
83,Golem,Rock,Ground,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,2
23,Pidgeot,Normal,Flying,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,1,1
347,Swalot,Poison,,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,2,2
305,Kirlia,Psychic,Fairy,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,2,2,2,2,1,2,2
290,Silcoon,Bug,,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,1,2,2,2,2
559,Pignite,Fire,Fighting,5,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,2
198,Bellossom,Grass,,2,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,2,2
210,Wooper,Water,Ground,2,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,2,2,2,2,2
741,Skiddo,Grass,,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,2
750,Doublade,Steel,Ghost,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,1
454,Cranidos,Rock,,4,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,2,2,2,2,2
310,Shroomish,Grass,,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,1,2,1,2,2
641,Reuniclus,Psychic,,5,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,2,2
346,Gulpin,Poison,,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,1,2,1,2,2
774,Carbink,Rock,Fairy,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,1,2,1,2,2
102,Gengar,Ghost,Poison,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
399,Spheal,Ice,Water,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,1,2,1,2,2
535,Frost Rotom,Electric,Ice,4,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
727,Greninja,Water,Dark,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
423,Primal Kyogre,Water,,3,TRUE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
251,Phanpy,Ground,,2,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,2,2,2
53,Parasect,Bug,Grass,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,2
742,Gogoat,Grass,,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,2,2
352,Wailord,Water,,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,2,1,2,2,2
494,Garchomp,Dragon,Ground,4,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,2
82,Graveler,Rock,Ground,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,2,2,2
760,Barbaracle,Rock,Water,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,2
759,Binacle,Rock,Water,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,2
326,Delcatty,Normal,,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,2
124,Kangaskhan,Normal,,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,1,1
95,Dewgong,Water,Ice,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,2,1,2,2
345,Roselia,Grass,Poison,3,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,2,1,1,2,2
554,Victini,Psychic,Fire,5,TRUE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
772,Hawlucha,Fighting,Flying,6,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
506,Carnivine,Grass,,4,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,2,2
544,Regigigas,Normal,,4,TRUE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
35,Nidoran♀,Poison,,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,2,1,2,2,2,2
598,Seismitoad,Water,Ground,5,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,2
9,Mega Charizard Y,Fire,Flying,1,FALSE,192,Natu,Psychic,Flying,2,FALSE,1,1,1,1,1,1,1
657,Joltik,Bug,Electric,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
220,Pineco,Bug,,2,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,2,2,2
592,Mega Audino,Normal,Fairy,5,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,1,1,1,1,1
141,Gyarados,Water,Flying,1,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
659,Ferroseed,Grass,Steel,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,2,1,2,2
304,Ralts,Psychic,Fairy,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,2,1,1
698,Larvesta,Bug,Fire,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,2,1,1,1,1
97,Muk,Poison,,1,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
97,Muk,Poison,,1,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
539,Mesprit,Psychic,,4,TRUE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
283,Swampert,Water,Ground,3,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
473,Drifloon,Ghost,Flying,4,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,2,1,1,1,1
488,Mime Jr.,Psychic,Fairy,4,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
129,Seaking,Water,,1,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
23,Pidgeot,Normal,Flying,1,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,1,1,1,1,1
324,Nosepass,Rock,,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,2,2
586,Gigalith,Rock,,5,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,2,2
586,Gigalith,Rock,,5,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,2,2
669,Litwick,Ghost,Fire,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,2,1
478,Mismagius,Ghost,,4,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
578,Musharna,Psychic,,5,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,1,1,1,2,2
768,Tyrantrum,Rock,Dragon,6,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
768,Tyrantrum,Rock,Dragon,6,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
490,Chatot,Normal,Flying,4,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,2,1,1,1,1
714,Keldeo Ordinary Forme,Water,Fighting,5,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,1,1,1,1,1
724,Delphox,Fire,Psychic,6,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
648,Sawsbuck,Normal,Grass,5,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
337,Mega Medicham,Fighting,Psychic,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,1,1,1,1,1
504,Croagunk,Poison,Fighting,4,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
408,Shelgon,Dragon,,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,1,1,1,1,1
18,Kakuna,Bug,Poison,1,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,2,2,2,2
741,Skiddo,Grass,,6,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
492,Gible,Dragon,Ground,4,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
69,Abra,Psychic,,1,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,2
110,Electrode,Electric,,1,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,2
688,Bouffalant,Normal,,5,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
374,Corphish,Water,,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,2,2,2
732,Talonflame,Fire,Flying,6,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
567,Herdier,Normal,,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
262,Blissey,Normal,,2,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,2,1,1,1,2
695,Deino,Dark,Dragon,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
340,Mega Manectric,Electric,,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
791,Noibat,Flying,Dragon,6,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
331,Aron,Steel,Rock,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,2,2
286,Mightyena,Dark,,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,1,1,1,1,1
650,Karrablast,Bug,,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
215,Slowking,Water,Psychic,2,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,1,1,1,2,2
637,Gothorita,Psychic,,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
430,DeoxysAttack Forme,Psychic,,3,TRUE,593,Timburr,Fighting,,5,FALSE,2,1,2,1,2,1,1
713,Kyurem White Kyurem,Dragon,Ice,5,TRUE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
383,Milotic,Water,,3,FALSE,593,Timburr,Fighting,,5,FALSE,1,2,1,1,1,1,1
691,Vullaby,Dark,Flying,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
751,Aegislash Blade Forme,Steel,Ghost,6,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,2,1,1,1,2
612,Sandile,Ground,Dark,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,2,1,1
522,Leafeon,Grass,,4,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,1,1,1,1,1
105,Drowzee,Psychic,,1,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
414,Mega Metagross,Steel,Psychic,3,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
542,Palkia,Water,Dragon,4,TRUE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
800,Volcanion,Fire,Water,6,TRUE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
684,Golett,Ground,Ghost,5,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,2,2
82,Graveler,Rock,Ground,1,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,1,1,1,2,2
34,Sandslash,Ground,,1,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,1,1,1,1,1
263,Raikou,Electric,,2,TRUE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
223,Gligar,Ground,Flying,2,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
405,Relicanth,Water,Rock,3,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
377,Claydol,Ground,Psychic,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
379,Cradily,Rock,Grass,3,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
731,Fletchinder,Fire,Flying,6,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,1,1,1,1
128,Goldeen,Water,,1,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,1,1,1,1,1
77,Weepinbell,Grass,Poison,1,FALSE,593,Timburr,Fighting,,5,FALSE,2,1,2,1,1,1,1
382,Feebas,Water,,3,FALSE,593,Timburr,Fighting,,5,FALSE,2,2,2,2,1,1,2
61,Golduck,Water,,1,FALSE,593,Timburr,Fighting,,5,FALSE,1,1,1,1,1,1,1
657,Joltik,Bug,Electric,5,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,1,1
763,Clauncher,Water,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,2,2
499,Mega Lucario,Fighting,Steel,4,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,2,1,1
460,Wormadam Sandy Cloak,Bug,Ground,4,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,2,1,2,2
376,Baltoy,Ground,Psychic,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,1,1
475,Buneary,Normal,,4,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,1,1
54,Venonat,Bug,Poison,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,2,2
103,Mega Gengar,Ghost,Poison,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,1,1,1
42,Clefable,Fairy,,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,1,1,1
385,Kecleon,Normal,,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,1,2,2
347,Swalot,Poison,,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,1,1,1
421,Mega Latios,Dragon,Psychic,3,TRUE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,1,1,1
789,Bergmite,Ice,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,2,2,2,2
631,Garbodor,Poison,,5,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,2,1,1,1
38,Nidoran♂,Poison,,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,2,2
719,Chespin,Grass,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,2,2
508,Lumineon,Water,,4,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,1,1,1
700,Cobalion,Steel,Fighting,5,TRUE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,2,1,1
692,Mandibuzz,Dark,Flying,5,FALSE,200,Azumarill,Water,Fairy,2,FALSE,1,1,1,2,1,1,1
647,Deerling,Normal,Grass,5,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,1,1
346,Gulpin,Poison,,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,2,2
480,Glameow,Normal,,4,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,1,1
551,Shaymin Land Forme,Grass,,4,TRUE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,1,1,1
725,Froakie,Water,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,2,1,1
277,Torchic,Fire,,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,2,2,2
721,Chesnaught,Grass,Fighting,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,2,1,1
146,Vaporeon,Water,,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,1,1,2,1,1,1,1
703,Tornadus Incarnate Forme,Flying,,5,TRUE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,2,1,1
411,Beldum,Steel,Psychic,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,2,2
515,Lickilicky,Normal,,4,FALSE,200,Azumarill,Water,Fairy,2,FALSE,1,1,1,1,1,2,2
248,Houndoom,Dark,Fire,2,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,2,1,1
50,Gloom,Grass,Poison,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,2,2,2
624,Yamask,Ghost,,5,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,1,2,2,2,2
662,Klang,Steel,,5,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,1,2,2
720,Quilladin,Grass,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,2,2,1,1
344,Illumise,Bug,,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,1,2,1,1
754,Aromatisse,Fairy,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,1,1,2,1,1,2,2
431,Deoxys Defense Forme,Psychic,,3,TRUE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,1,1,1
328,Mega Sableye,Dark,Ghost,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,1,2,2
642,Ducklett,Water,Flying,5,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,1,1
448,Kricketune,Bug,,4,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,1,1
294,Lotad,Water,Grass,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,2,2
85,Rapidash,Fire,,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,2,1,1
748,Meowstic Female,Psychic,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,1,1,1,1
84,Ponyta,Fire,,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,2,1,1
109,Voltorb,Electric,,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,1,1
755,Swirlix,Fairy,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,2,2
185,Chinchou,Water,Electric,2,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,1,1
25,Rattata,Normal,,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,2,2,1,1
284,Mega Swampert,Water,Ground,3,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,1,1,1,1,1
77,Weepinbell,Grass,Poison,1,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,1,2,1,2,1,1
507,Finneon,Water,,4,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,1,1
775,Goomy,Dragon,,6,FALSE,200,Azumarill,Water,Fairy,2,FALSE,2,2,2,2,2,2,2
657,Joltik,Bug,Electric,5,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,2
701,Terrakion,Rock,Fighting,5,TRUE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,1,1
654,Frillish,Water,Ghost,5,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,2
609,Petilil,Grass,,5,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,1
694,Durant,Bug,Steel,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,1,1
621,Scraggy,Dark,Fighting,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,2,1,2,1
231,Shuckle,Bug,Rock,2,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,2,1,2,2
384,Castform,Normal,,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
150,Omanyte,Rock,Water,1,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,2
103,Mega Gengar,Ghost,Poison,1,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,1,1
683,Druddigon,Dragon,,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
16,Butterfree,Bug,Flying,1,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,2
539,Mesprit,Psychic,,4,TRUE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
83,Golem,Rock,Ground,1,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
438,Infernape,Fire,Fighting,4,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,1,1
459,Wormadam Plant Cloak,Bug,Grass,4,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
213,Umbreon,Dark,,2,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
568,Stoutland,Normal,,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
420,Latios,Dragon,Psychic,3,TRUE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,1,1
115,Hitmonlee,Fighting,,1,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,2,1,2,2
668,Beheeyem,Psychic,,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
559,Pignite,Fire,Fighting,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
525,Mamoswine,Ice,Ground,4,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
247,Houndour,Dark,Fire,2,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
317,Shedinja,Bug,Ghost,3,FALSE,56,Diglett,Ground,,1,FALSE,2,1,1,2,2,2,2
271,Ho-oh,Fire,Flying,2,TRUE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
567,Herdier,Normal,,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,2,1,2,2
484,Skuntank,Poison,Dark,4,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
126,Horsea,Water,,1,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,2,2,2
665,Eelektrik,Electric,,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
409,Salamence,Dragon,Flying,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,1,1
74,Machoke,Fighting,,1,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
450,Luxio,Electric,,4,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
10,Squirtle,Water,,1,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,2
597,Palpitoad,Water,Ground,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
375,Crawdaunt,Water,Dark,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
331,Aron,Steel,Rock,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,2,2,1
286,Mightyena,Dark,,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
699,Volcarona,Bug,Fire,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,1,1
335,Meditite,Fighting,Psychic,3,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,2
696,Zweilous,Dark,Dragon,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
348,Carvanha,Water,Dark,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,2,1,2,2,2
180,Ledyba,Bug,Flying,2,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,2
330,Mega Mawile,Steel,Fairy,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
98,Shellder,Water,,1,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,2,2,1
411,Beldum,Steel,Psychic,3,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,2,1,2,2
256,Tyrogue,Fighting,,2,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,2,2,2,2
518,Electivire,Electric,,4,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
387,Banette,Ghost,,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
522,Leafeon,Grass,,4,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
179,Noctowl,Normal,Flying,2,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,2,2
676,Beartic,Ice,,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
656,Alomomola,Water,,5,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,2,2,1
754,Aromatisse,Fairy,,6,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
333,Aggron,Steel,Rock,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,1
748,Meowstic Female,Psychic,,6,FALSE,56,Diglett,Ground,,1,FALSE,1,2,1,1,1,1,1
552,Shaymin Sky Forme,Grass,Flying,4,TRUE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,1,1
108,Kingler,Water,,1,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,1,1,2,2
312,Slakoth,Normal,,3,FALSE,56,Diglett,Ground,,1,FALSE,1,1,1,2,2,2,1
